-2.0662e-06,6.6578e-07,-4.0156e-07,-4.2806e-08,5.7409e-07,1.0595e-06,-6.3109e-08,3.1839e-07,2.9316e-07,-5.4066e-08,2.3122e-07,1.8254e-07,1.8724e-08,2.2393e-07,1.8826e-07
7.0695e-07,-5.2165e-06,1.8737e-07,1.8285e-07,-4.9896e-07,6.8954e-07,6.5408e-08,-2.0122e-07,1.3123e-07,6.3577e-08,-1.9428e-07,1.1179e-07,4.6342e-08,-2.2774e-07,1.2007e-07
-5.0177e-07,1.6096e-08,-9.7482e-06,1.1203e-07,-2.6865e-07,-2.9722e-08,6.122e-08,-7.2831e-08,-3.269e-08,5.4714e-08,-7.7843e-08,1.8097e-09,-2.4303e-08,-1.0299e-07,-9.4871e-09
-6.4392e-08,1.6198e-07,7.6499e-08,-1.4543e-06,7.8804e-07,-6.2924e-07,1.6852e-07,5.9187e-07,8.0254e-07,8.1639e-08,1.3035e-07,-5.4282e-08,6.9404e-08,1.5675e-08,-1.3354e-07
5.8647e-07,-4.845e-07,-2.4868e-07,8.0125e-07,-4.0928e-06,3.6195e-07,2.415e-08,3.2569e-07,6.6604e-07,-7.5092e-08,5.2727e-07,6.3307e-08,8.8815e-09,4.9804e-07,1.81e-08
9.1987e-07,5.4611e-07,-2.5376e-07,-6.4978e-07,3.1822e-07,-6.4627e-06,-4.801e-08,-9.8745e-08,1.2977e-06,-7.3762e-08,2.7397e-08,9.4287e-07,2.1303e-08,7.8278e-08,9.678e-07
-6.1549e-08,6.5288e-08,6.0987e-08,1.5022e-07,1.2319e-08,-1.0433e-07,-1.429e-06,7.9889e-07,-6.8597e-07,1.6885e-07,5.4865e-07,7.936e-07,7.1652e-08,9.0217e-08,-3.9618e-08
3.268e-07,-1.9392e-07,-6.1131e-08,5.9032e-07,3.3194e-07,-1.2873e-07,8.1041e-07,-4.0623e-06,3.6932e-07,3.7746e-08,2.8589e-07,5.9913e-07,-2.9669e-08,4.5473e-07,-5.3715e-09
3.3096e-07,1.6689e-07,2.1299e-08,6.9683e-07,5.662e-07,1.0843e-06,-7.0598e-07,3.2799e-07,-6.4609e-06,-6.9617e-08,-1.1367e-07,1.5276e-06,-1.4885e-08,7.9551e-08,1.155e-06
-5.5696e-08,5.8927e-08,4.974e-08,8.7335e-08,-6.5782e-08,-9.544e-08,1.5275e-07,2.8294e-08,-1.2798e-07,-1.4399e-06,8.0979e-07,-6.7167e-07,1.5493e-07,5.8666e-07,8.4151e-07
2.3839e-07,-1.8935e-07,-6.8062e-08,1.27e-07,5.2773e-07,-9.4753e-09,5.4949e-07,2.9437e-07,-1.4525e-07,8.2089e-07,-4.094e-06,3.432e-07,1.1874e-07,2.5693e-07,6.0088e-07
1.7778e-07,1.0068e-07,-1.049e-08,1.1283e-08,1.365e-07,9.9602e-07,6.9104e-07,5.0388e-07,1.3102e-06,-6.8374e-07,3.1149e-07,-6.3933e-06,2.5165e-08,-6.2317e-08,1.5665e-06
1.6338e-08,4.37e-08,-2.8278e-08,6.9507e-08,8.8352e-09,2.1526e-08,7.2901e-08,-2.8381e-08,-1.3224e-08,1.4769e-07,1.1128e-07,1.3963e-08,-1.6159e-06,9.044e-07,-6.5229e-07
2.2932e-07,-2.2201e-07,-9.4013e-08,1.2747e-08,4.9515e-07,7.3776e-08,8.6018e-08,4.5042e-07,7.2927e-08,5.9954e-07,2.7034e-07,-4.1135e-08,9.0433e-07,-4.1613e-06,3.4718e-07
1.8341e-07,1.1419e-07,-1.8007e-08,-1.2232e-07,2.8884e-08,9.8615e-07,1.2066e-08,4.9042e-08,1.2335e-06,7.4625e-07,5.0258e-07,1.4134e-06,-6.5378e-07,3.4514e-07,-6.5376e-06
